"","SEXORNT","REALINC","CONINC","CONRINC","BALLOT","WRKSTAT","HRS1","HRS2","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSLF","SPPRES80","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","PAIND10","MAWRKSLF","MAOCC10","MAIND10","SIBS","CHILDS","AGE","AGEKDBRN","EDUC","PAEDUC","MAEDUC","SPEDUC","DEGREE","PADEG","MADEG","SPDEG","DIPGED","SEX","RACE","RES16","REG16","FAMILY16","FAMDIF16","INCOM16","INCOME","REGION","PARTYID","NATEDUC","NATEDUCY","ATTEND","RELIG16","HAPPY","HAPMAR","HAPCOHAB","HEALTH","LIFE","CONEDUC","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","WEEKSWRK","JOBLOSE","JOBFIND","SATJOB","SATFIN","ABNOMORE","ABHLTH","ABPOOR","ABANY","PILLOK","SEXEDUC","FECHLD","COMPUSE","YEARSJOB","MNTLHLTH","INTEDUC","SPSCHOOL","OPPARED","OPEDUC","OPSEX","TOPPROB1","TOPPROB2","MASEI10","PASEI10","SEI10","SPSEI10","INCOME16","HLTHSTRT","COSEI10","ID_","YEAR"
"1",3,40900,63300,63300,3,1,40,-100,2,430,6290,3,-100,2,-100,-70,-100,-100,1,800,7280,2,2010,9480,1,1,72,27,16,16,16,-100,3,3,4,-100,1,2,1,5,2,1,-100,4,12,1,0,1,-100,2,4,3,-100,-100,2,2,3,-100,-100,-100,-100,52,-100,-100,3,3,-100,-100,-100,-100,-100,-100,-100,-100,18,15,-70,-70,-70,-70,-70,-70,-70,62.9,76.3,67.7,-100,22,-100,-100,1,2022
"2",-100,-100,-100,-100,1,5,-100,-100,2,50,6695,1,2,1,2,-70,2340,6695,2,8900,1370,-100,-100,-100,3,2,80,24,18,12,12,16,4,1,1,3,1,1,1,5,3,1,-100,2,-100,1,3,2,-100,2,2,3,2,-100,2,2,-100,5,6,5,5,0,-100,-100,-100,2,-100,-100,-100,-100,2,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,26.8,73.9,59.1,-98,-100,-100,2,2022
"3",3,18405,28485,28485,3,1,52,-100,2,4610,8290,3,-100,2,-100,-70,-100,-100,2,4220,7860,2,4720,4970,1,1,57,27,12,14,11,-100,1,1,0,-100,1,2,1,3,1,3,-100,2,12,1,5,-100,1,0,1,3,-100,-100,2,2,3,-100,-100,-100,-100,47,-100,-100,3,2,1,1,1,1,-100,-100,-100,-100,6,0,-70,-70,-70,-70,-70,-70,-70,21.6,20.7,20.1,-100,18,-100,-100,3,2022
"4",-100,40900,63300,3481.5,1,3,-100,25,2,4120,8660,5,-100,-100,-100,-70,-100,-100,2,8965,2990,2,3255,8190,1,0,23,-100,16,14,18,-100,3,1,4,-100,1,2,1,3,1,1,-100,4,12,1,0,1,-100,4,2,3,-100,-100,2,2,-100,3,3,3,3,40,4,1,3,1,-100,-100,-100,-100,2,1,2,1,5,10,-70,-70,-70,-70,-70,-70,-70,84.2,26.8,17,-100,22,-100,-100,4,2022
"5",3,11247.5,17407.5,-100,3,8,-100,-100,2,7330,3390,5,-100,-100,-100,-70,-100,-100,2,6260,770,2,5700,3490,2,2,62,21,14,12,16,-100,1,1,3,-100,1,1,1,3,1,1,-100,3,12,1,3,-100,2,2,2,2,-100,2,3,2,2,-100,-100,-100,-100,0,-100,-100,-100,3,2,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.8,25.2,42.8,-100,15,-100,24.2,5,2022
"6",3,22495,34815,34815,3,1,50,-100,2,4610,8180,5,-100,-100,-100,-70,-100,-100,2,4850,1870,2,5240,4970,1,0,27,-100,12,12,14,-100,1,1,2,-100,1,1,1,3,2,1,-100,1,12,2,1,1,-100,0,2,2,-100,1,1,1,1,-100,-100,-100,-100,50,-100,-100,2,2,-100,-100,-100,-100,-100,-100,-100,-100,6,-97,-70,-70,-70,-70,-70,-70,-70,37.6,62,20.1,-100,19,-100,43,6,2022
"7",3,15337.5,23737.5,23737.5,3,2,30,-100,2,1105,8090,5,-100,-100,-100,-70,-100,-100,2,9620,4470,-100,-100,-100,3,0,20,-100,12,11,9,-100,1,1,0,-100,1,2,3,6,2,1,-100,3,12,2,2,-100,1,1,1,2,-100,-100,2,2,2,-100,-100,-100,-100,52,-100,-100,3,3,1,1,1,1,-100,-100,-100,-100,0.75,14,-70,-70,-70,-70,-70,-70,-70,-100,23.3,74.8,-100,17,1,-100,7,2022
"8",3,135195.96432,158424.85359,52222.5,3,1,40,-100,2,2200,7870,1,2,2,2,-70,2200,7870,1,9130,4470,2,5140,580,3,0,47,-100,16,6,18,16,4,0,4,4,1,1,1,4,9,1,-100,2,12,2,0,-100,1,1,2,2,1,-100,2,2,2,-100,-100,-100,-100,52,-100,-100,2,1,1,1,1,1,-100,-100,-100,-100,10,0,-70,-70,-70,-70,-70,-70,-70,41.8,32,84.5,84.5,26,-100,-100,8,2022
"9",-100,9713.75,15033.75,10286.25,1,1,31,-100,2,4110,8680,5,-100,-100,-100,-70,-100,-100,1,310,8680,1,4110,8680,4,1,31,28,12,12,10,-100,1,1,0,-100,2,2,1,3,5,0,-100,3,11,2,2,-100,1,0,2,2,-100,-100,2,1,-100,2,3,7,6,32,4,2,1,3,1,1,1,1,3,1,2,2,1,5,-70,-70,-70,-70,-70,-70,-70,19.6,41,19.6,-100,14,1,-100,9,2022
"10",3,4601.25,7121.25,-100,2,5,-100,-100,2,3600,8170,5,-100,-100,-100,-70,-100,-100,2,9620,2570,-100,-100,-100,6,4,72,21,12,-98,-98,-100,1,-98,-98,-100,2,2,-100,3,2,0,-100,2,9,2,0,-100,2,7,1,2,-100,-100,1,-100,1,5,7,7,7,0,-100,-100,-100,1,-100,-100,-100,-100,2,2,1,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,23.3,24.2,-100,9,2,-100,10,2022
"11",3,22495,34815,-100,2,7,-100,-100,2,930,6870,2,2,-100,-100,-70,-100,-100,-100,-99,-99,2,4610,8370,6,2,57,21,13,-98,-98,-100,1,-98,-98,-100,1,2,1,4,2,1,-100,5,12,2,3,-100,1,0,1,2,-100,-100,2,-100,1,2,4,2,5,0,-100,-100,2,2,-100,-100,-100,-100,1,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,20.1,-100,60.3,-100,19,-100,-100,11,2022
"12",3,13292.5,20572.5,20572.5,3,2,33,-100,2,4520,8980,5,-100,-100,-100,-70,-100,-100,1,430,8770,1,430,8770,2,0,25,-100,16,8,18,-100,3,0,4,-100,1,2,1,4,2,1,-100,4,12,2,2,-100,1,1,2,2,-100,-100,3,2,2,-100,-100,-100,-100,51,-100,-100,1,2,1,1,1,1,-100,-100,-100,-100,1,7,-70,-70,-70,-70,-70,-70,-70,67.7,67.7,20.1,-100,16,1,-100,12,2022
"13",-100,57260,88620,28485,2,1,40,-100,2,4700,5580,1,2,2,2,-70,100,4670,2,4000,8680,2,4720,5170,4,2,35,24,12,11,11,13,1,1,1,1,1,2,1,3,2,1,-100,2,12,2,7,1,-100,2,2,1,1,-100,3,-100,2,2,5,5,5,52,4,2,1,2,-100,-100,-100,-100,1,1,1,1,4,15,-70,-70,-70,-70,-70,-70,-70,21.6,32.6,43,64.9,24,-100,-100,13,2022
"14",3,818,1266,316.5,3,2,10,-100,2,5120,4970,5,-100,-100,-100,-70,-100,-100,2,7200,8770,2,4610,8370,4,2,36,21,12,12,12,-100,1,1,1,-100,1,2,1,4,1,1,-100,2,2,1,5,1,-100,1,2,3,-100,-100,2,2,2,-100,-100,-100,-100,10,-100,-100,3,2,-100,-100,-100,-100,-100,-100,-100,-100,2,0,-70,-70,-70,-70,-70,-70,-70,20.1,31.2,38.3,-100,2,-100,-100,14,2022
"15",-100,-100,-100,-100,1,7,-100,-100,2,4050,4970,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,4,3,41,30,13,-100,12,-100,1,-100,1,-100,1,2,1,5,1,5,-100,3,-100,1,3,-100,1,4,2,2,-100,2,1,2,-100,4,7,2,6,0,-100,-100,3,3,1,1,1,1,1,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,14,-100,-98,-100,20.7,15,2022
"16",-100,15337.5,23737.5,-100,1,5,-100,-100,2,3620,8090,3,-100,2,-100,-70,-100,-100,2,8040,3190,-100,-100,-100,6,4,65,21,14,8,7,-100,1,0,0,-100,1,1,1,6,2,1,-100,2,12,1,2,-100,1,2,2,1,-100,-100,2,1,-100,2,4,4,7,0,-100,-100,-100,3,2,1,2,2,2,1,-98,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,33.7,58.6,-100,17,2,-100,16,2022
"17",-100,6646.25,10286.25,-100,2,7,-100,-100,-100,-100,-100,5,-100,-100,-100,-70,-100,-100,2,4000,8680,2,4020,8680,6,1,20,18,13,4,0,-100,1,0,0,-100,1,2,3,4,1,1,-100,3,10,1,4,1,-100,6,1,1,-100,1,1,-100,2,1,7,5,7,25,-100,-100,1,2,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.6,32.6,-100,-100,11,-100,25.2,17,2022
"18",3,57260,88620,20572.5,2,2,20,-100,2,3255,8170,1,2,2,2,-70,2025,590,2,800,6290,2,5700,6870,3,7,80,25,16,12,12,14,3,1,1,2,1,2,1,5,2,1,-100,3,12,1,2,-100,1,7,2,1,1,-100,2,-100,2,4,2,5,5,32,3,2,1,2,-100,-100,-100,-100,2,1,2,1,3,4,-70,-70,-70,-70,-70,-70,-70,38.8,76.3,84.2,53.8,24,-100,-100,18,2022
"19",3,4601.25,7121.25,7121.25,3,2,8,-100,2,3600,8170,5,-100,-100,-100,-70,-100,-100,2,7200,8770,2,4760,5480,5,4,35,21,11,-98,-98,-100,0,-98,-98,-100,-100,2,2,6,1,1,-100,1,9,1,3,-100,1,0,1,3,-100,-100,2,2,2,-100,-100,-100,-100,24,-100,-100,2,3,1,1,1,1,-100,-100,-100,-100,2,10,-70,-70,-70,-70,-70,-70,-70,39.7,31.2,24.2,-100,9,-100,-100,19,2022
"20",3,15337.5,23737.5,-100,2,5,-100,-100,2,5860,9170,5,-100,-100,-100,-70,-100,-100,2,6260,770,-100,-100,-100,6,0,89,-100,12,0,0,-100,1,0,0,-100,1,2,1,4,1,1,-100,3,12,1,1,-100,1,0,2,2,-100,-100,4,-100,2,7,7,7,7,0,-100,-100,-100,2,-100,-100,-100,-100,3,1,4,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,25.2,35.8,-100,17,3,-100,20,2022
"21",-100,18405,28485,2215.5,1,7,-100,-100,2,9620,5590,1,2,2,1,-70,9130,6380,-100,-100,-100,2,8320,1690,4,3,34,16,10,-100,6,10,1,-100,0,0,2,2,3,6,2,5,-100,2,12,2,3,-100,1,7,2,2,2,-100,2,1,-100,6,7,6,7,10,-100,-100,1,2,2,2,2,2,3,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.2,-100,23.3,32,18,-100,-100,21,2022
"22",-100,5623.75,8703.75,-100,1,8,-100,-100,2,3600,8170,1,1,2,2,-70,7200,8770,2,9120,6180,2,4020,7860,6,5,55,18,12,-98,8,11,1,-98,0,0,1,2,2,3,7,3,-100,3,9,2,3,-100,3,0,2,3,2,-100,4,2,-100,7,7,6,7,0,-100,-100,-100,2,2,1,2,2,1,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.6,31.6,24.2,31.2,10,-100,-100,22,2022
"23",-100,15337.5,23737.5,20572.5,1,5,-100,-100,2,5500,1990,2,2,-100,-100,-70,-100,-100,2,8220,2370,2,8320,1680,1,0,65,-100,16,-98,-98,-100,3,-98,-98,-100,1,1,1,4,2,1,-100,3,12,2,6,-100,2,1,2,3,-100,-100,2,2,-100,7,7,7,7,33,-100,-100,-100,2,2,1,2,1,3,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.2,25.1,40.1,-100,17,-100,-100,23,2022
"24",-100,33742.5,52222.5,28485,1,1,35,-100,2,2010,8370,1,1,2,2,-70,3255,8270,2,3740,9470,2,3600,8270,6,3,60,18,14,14,12,16,2,1,1,3,1,2,2,4,2,1,-100,3,12,2,2,-100,1,0,2,2,3,-100,2,2,-100,5,7,6,7,52,4,2,2,3,1,1,1,1,2,1,1,1,3,2,-70,-70,-70,-70,-70,-70,-70,24.2,65.1,62.9,84.2,21,-100,-100,24,2022
"25",-100,204.5,316.5,316.5,1,2,25,-100,1,4000,9290,5,-100,-100,-100,-70,-100,-100,2,3850,9470,-100,-100,-100,5,2,28,21,13,14,12,-100,1,1,1,-100,1,1,1,3,2,3,-100,4,1,2,7,-100,1,2,2,1,-100,1,3,1,-100,3,1,2,4,10,3,1,2,2,1,1,1,1,2,2,2,1,5,0,-70,-70,-70,-70,-70,-70,-70,-100,65.3,32.6,-100,1,-100,76.3,25,2022
"26",-100,13292.5,20572.5,-100,1,5,-100,-100,2,5700,8190,2,1,-100,-100,-70,-100,-100,2,9620,4970,2,5700,7470,0,3,82,24,12,5,8,-100,1,0,0,-100,1,2,1,5,2,1,-100,3,12,2,6,-100,2,7,1,2,-100,-100,2,2,-100,2,5,3,7,0,-100,-100,-100,3,2,2,2,2,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.8,23.3,38.8,-100,16,-100,-100,26,2022
"27",-100,135195.96432,158424.85359,63300,3,1,40,-100,2,20,7070,1,1,2,2,-70,2015,9470,-100,-100,-100,2,2015,9470,2,1,59,24,12,-100,18,16,1,-100,4,3,1,1,3,6,2,5,1,3,12,2,0,1,-100,0,2,2,1,-100,1,1,2,-100,-100,-100,-100,52,-100,-100,1,2,-100,-100,-100,-100,-100,-100,-100,-100,0.75,0,-70,-70,-70,-70,-70,-70,-70,65.3,-100,68.6,65.3,26,-100,-100,27,2022
"28",-100,65440,101280,-100,1,5,-100,-100,2,4600,9290,2,2,-100,-100,-70,-100,-100,2,6840,390,-100,-100,-100,1,0,86,-100,12,10,10,-100,1,0,0,-100,1,2,2,4,0,1,-100,3,12,2,0,1,-100,4,1,2,-100,-100,2,2,-100,2,4,2,5,0,-100,-100,-100,3,-100,-100,-100,-100,3,1,1,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,42.2,21.8,-100,25,-100,-100,28,2022
"29",3,22495,34815,-100,3,1,0,-100,-99,9830,9870,1,2,2,2,-70,230,7890,2,4220,7070,2,4020,8470,4,1,36,31,16,9,11,16,3,0,0,3,1,1,3,6,2,1,-100,2,12,2,1,-100,1,7,2,3,1,-100,3,1,2,-100,-100,-100,-100,-98,-100,-100,-99,3,1,1,1,1,-100,-100,-100,-100,-99,14,-70,-70,-70,-70,-70,-70,-70,13.6,20.7,50.4,75.5,19,1,-100,29,2022
"30",2,-100,-100,-100,2,5,-100,-100,2,5840,6990,1,2,1,2,-70,430,7790,2,3540,9480,2,2310,7860,3,2,79,21,12,16,16,12,1,3,3,1,1,2,1,3,2,1,-100,2,-90,2,6,-100,3,0,2,3,1,-100,2,-100,3,5,7,4,7,0,-100,-100,-100,1,-100,-100,-100,-100,4,2,4,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,80.9,64.2,39.2,67.7,-90,3,-100,30,2022
"31",3,49080,75960,52222.5,3,1,45,-100,2,5550,6370,1,2,2,2,-70,4010,8690,1,430,7790,2,5860,9470,6,2,65,34,14,12,14,12,1,1,2,1,1,1,3,5,8,1,-100,3,12,2,3,1,-100,0,2,2,1,-100,2,2,2,-100,-100,-100,-100,52,-100,-100,1,3,-100,-100,-100,-100,-100,-100,-100,-100,20,0,-70,-70,-70,-70,-70,-70,-70,35.8,67.7,58.4,27,23,-100,-100,31,2022
"32",-97,-100,-100,-100,3,-99,-100,-100,2,-99,-99,5,-100,-100,-100,-70,-100,-100,-100,-99,-99,-100,-100,-100,4,8,-99,90,12,16,-98,-100,4,1,-98,-100,1,-98,-100,4,2,1,-100,-97,-97,2,7,1,-100,-97,1,3,-100,-100,2,2,3,-100,-100,-100,-100,52,-100,-100,-100,3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,-100,-100,-97,-100,-100,32,2022
"33",3,4601.25,7121.25,-100,2,5,-100,-100,2,3600,8190,3,-100,2,-100,-70,-100,-100,2,6230,7070,-100,-100,-100,0,4,76,16,12,14,-100,-100,1,1,-100,-100,2,2,1,3,2,6,-100,4,9,2,3,-100,1,0,2,2,-100,-100,4,-100,2,7,1,7,7,0,-100,-100,-100,3,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,28.7,24.2,-100,9,3,-100,33,2022
"34",3,33742.5,52222.5,-100,3,5,-100,-100,2,2010,8370,3,-100,2,-100,-70,-100,-100,1,4700,5090,2,5120,2870,1,2,72,27,16,10,12,-100,3,1,1,-100,1,2,1,4,1,1,-100,3,12,2,2,-100,1,7,2,2,-100,-100,4,1,2,-100,-100,-100,-100,0,-100,-100,-100,1,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.3,43,62.9,-100,21,3,-100,34,2022
"35",-100,11247.5,17407.5,-100,1,7,-100,-100,2,5110,6990,2,2,-100,-100,-70,-100,-100,2,860,6990,2,5820,6990,0,1,62,26,13,12,12,-100,1,1,1,-100,2,2,1,5,2,1,-100,4,12,2,0,3,-100,0,2,2,-100,-100,2,2,-100,4,3,6,7,0,-100,-100,2,3,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,35.1,66.2,33.4,-100,15,-100,-100,35,2022
"36",-100,18405,28485,10286.25,1,2,28,-100,2,5620,7390,5,-100,-100,-100,-70,-100,-100,2,8640,2170,2,4610,9290,1,0,46,-100,14,12,12,-100,2,1,1,-100,1,1,1,4,2,1,-100,2,12,2,1,-100,1,2,2,3,-100,-100,3,1,-100,6,7,5,7,45,4,3,2,3,1,1,1,1,2,1,3,1,11,0,-70,-70,-70,-70,-70,-70,-70,20.1,48.8,23.8,-100,18,2,-100,36,2022
"37",-100,22495,34815,-100,2,5,-100,-100,2,4820,6970,2,2,-100,-100,-70,-100,-100,2,9130,1170,2,4220,7690,3,2,84,28,15,-98,8,-100,2,-98,0,-100,1,1,1,4,2,1,-100,2,12,2,7,3,-100,7,2,2,-100,-100,4,-100,1,3,3,5,7,0,-100,-100,-100,2,-100,-100,-100,-100,3,1,3,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,20.7,32,71,-100,19,-100,-100,37,2022
"38",3,18405,28485,-100,2,5,-100,-100,2,9620,6170,1,2,2,2,-70,530,9370,2,7700,2290,-100,-100,-100,-97,2,79,27,12,-98,-98,14,1,-98,-98,1,1,1,1,4,2,1,-100,2,12,2,4,-100,1,3,2,2,1,-100,2,-100,2,2,4,4,6,0,-100,-100,-100,3,-100,-100,-100,-100,2,1,2,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,46.5,23.3,59.9,18,-100,-100,38,2022
"39",-100,135195.96432,158424.85359,52222.5,1,1,40,-100,2,2310,7860,1,2,2,2,-70,50,3190,2,5120,9380,2,5700,9370,1,2,38,26,16,16,13,16,3,3,1,3,1,2,1,5,2,1,-100,5,12,2,3,1,-100,2,2,2,1,-100,3,2,-100,3,5,3,4,52,4,2,2,2,-100,-100,-100,-100,1,1,1,1,18,1,-70,-70,-70,-70,-70,-70,-70,38.8,38.3,80.9,73.9,26,-100,-100,39,2022
"40",3,49080,75960,75960,3,1,50,-100,2,4800,6480,3,-100,2,-100,-70,-100,-100,-100,-100,-100,2,136,6480,1,2,64,37,13,-100,12,-100,1,-100,1,-100,1,1,1,4,2,5,-100,2,12,2,5,-100,1,2,3,2,-100,-100,1,1,2,-100,-100,-100,-100,28,-100,-100,2,3,1,1,1,1,-100,-100,-100,-100,1,10,-70,-70,-70,-70,-70,-70,-70,68.6,-100,61.5,-100,23,2,-100,40,2022
"41",-100,65440,101280,88620,2,1,36,-100,2,350,8390,1,2,2,2,-70,230,7860,-100,-100,-100,2,5700,7860,4,6,49,21,16,-100,16,20,3,-100,3,4,1,2,1,5,2,5,2,1,12,2,5,2,-100,5,3,2,2,-100,2,-100,2,1,3,5,7,47,4,3,2,2,-100,-100,-100,-100,2,1,1,1,2,1,-70,-70,-70,-70,-70,-70,-70,38.8,-100,71.8,75.5,25,-100,-100,41,2022
"42",3,2249.5,3481.5,-100,3,5,-100,-100,2,5120,7290,2,2,-100,-100,-70,-100,-100,2,-99,2970,2,5310,8190,6,0,65,-100,15,12,12,-100,1,1,1,-100,1,2,1,5,2,1,-100,2,5,2,2,-100,1,5,2,2,-100,-100,2,2,2,-100,-100,-100,-100,0,-100,-100,-100,2,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.3,-100,38.3,-100,5,-100,-100,42,2022
"43",-100,18405,28485,7121.25,2,4,-100,-100,2,4030,8680,5,-100,-100,-100,-70,-100,-100,2,3050,8190,-100,-100,-100,4,0,29,-100,16,16,13,-100,3,3,1,-100,1,2,3,5,3,1,-100,3,12,2,1,1,-100,3,1,3,-100,2,2,-100,2,4,3,4,4,25,-100,-100,3,3,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,92,13.6,-100,18,-100,70.5,43,2022
"44",-100,-100,-100,28485,1,1,40,-100,2,420,8370,5,-100,-100,-100,-70,-100,-100,2,4850,4380,2,2310,7860,0,0,30,-100,18,16,16,-100,4,3,3,-100,1,1,2,3,2,1,-100,3,-100,2,3,-100,1,8,1,2,-100,-100,2,1,-100,3,3,4,5,52,3,3,2,3,1,1,-98,1,-98,1,1,1,4,0,-70,-70,-70,-70,-70,-70,-70,80.9,62,67.8,-100,-98,2,-100,44,2022
"45",3,204.5,316.5,-100,3,7,-100,-100,2,4110,8680,5,-100,-100,-100,-70,-100,-100,1,7200,8770,1,4230,9290,0,1,30,26,14,14,12,-100,1,1,1,-100,1,2,2,5,2,1,-100,3,1,2,3,1,-100,3,1,2,-100,-100,3,2,2,-100,-100,-100,-100,0,-100,-100,2,3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,12.6,31.2,19.6,-100,1,-100,-100,45,2022
"46",2,49080,75960,75960,3,1,89,-100,2,3255,8270,3,-100,2,-100,-70,-100,-100,1,4200,7690,2,3255,8190,5,1,50,33,17,10,15,-100,3,0,3,-100,1,2,2,6,2,3,5,2,12,2,2,1,-100,2,2,3,-100,-100,2,1,3,-100,-100,-100,-100,52,-100,-100,3,2,-100,-100,-100,-100,-100,-100,-100,-100,13,5,-70,-70,-70,-70,-70,-70,-70,84.2,33.2,84.2,-100,23,-100,-100,46,2022
"47",-100,18405,28485,28485,1,1,40,-100,2,5240,7390,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,5140,570,4,3,32,21,12,-100,12,-100,1,-100,1,-100,1,2,2,5,2,5,2,2,12,2,3,1,-100,2,-98,2,-100,-100,2,1,-100,4,2,4,5,52,2,-98,3,3,-100,-100,-100,-100,2,1,2,1,5,0,-70,-70,-70,-70,-70,-70,-70,41.8,-100,37.6,-100,18,-100,-100,47,2022
"48",3,135195.96432,158424.85359,163572.71343,2,8,-100,-100,2,710,7390,1,2,2,2,-70,5700,9590,2,430,6990,2,2430,8190,1,3,52,39,16,13,12,16,3,1,1,3,1,1,1,5,2,1,-100,4,12,2,6,-100,3,6,2,2,2,-100,2,-100,3,5,2,4,5,44,-100,-100,-100,2,-100,-100,-100,-100,4,2,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,77.2,67.7,78.3,38.8,26,-100,-100,48,2022
"49",-100,9713.75,15033.75,-100,1,5,-100,-100,2,20,3980,1,2,2,2,-70,20,-99,2,20,2290,-100,-100,-100,0,4,89,27,19,20,20,12,4,4,3,1,1,1,1,5,0,1,-100,3,11,2,1,2,-100,2,2,2,1,-100,2,1,-100,5,5,5,7,0,-100,-100,-100,2,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,68.6,68.6,68.6,14,-100,-100,49,2022
"50",3,65440,101280,101280,3,7,-100,-100,2,725,9170,1,2,2,1,-70,4710,8770,2,6355,3490,2,4760,5170,1,3,70,20,14,14,12,16,1,1,1,3,1,2,1,5,1,1,-100,3,12,2,4,2,-100,6,2,1,1,-100,2,1,2,-100,-100,-100,-100,0,-100,-100,1,1,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,39.7,45.4,62.1,57.5,25,-100,-100,50,2022
"51",3,135195.96432,158424.85359,23737.5,3,1,38,-100,2,5700,7870,1,2,2,2,-70,230,7870,2,1460,3680,2,2010,9480,2,4,59,31,16,16,16,16,3,4,4,4,1,2,1,3,1,1,-100,4,12,2,0,-100,1,2,1,1,2,-100,2,2,2,-100,-100,-100,-100,51,-100,-100,2,1,1,1,1,1,-100,-100,-100,-100,10,0,-70,-70,-70,-70,-70,-70,-70,62.9,83.8,38.8,75.5,26,-100,-100,51,2022
"52",-100,135195.96432,158424.85359,163572.71343,1,1,40,-100,2,10,6970,1,2,2,2,-70,4700,5170,1,10,6290,2,430,1770,2,2,46,34,16,6,6,16,3,0,0,3,1,1,3,6,0,1,-100,4,12,2,1,-100,1,0,4,1,1,-100,2,1,-100,3,3,3,3,45,4,2,2,2,1,1,1,1,1,1,3,1,18,0,-70,-70,-70,-70,-70,-70,-70,67.7,77.4,77.4,43,26,-100,-100,52,2022
"53",-97,135195.96432,158424.85359,-100,3,1,50,-100,1,3010,7980,1,2,2,2,-70,1020,-99,2,1360,770,2,800,9380,1,0,43,-100,16,16,16,12,4,4,4,0,1,2,3,5,8,1,-100,5,12,2,4,1,-100,1,7,2,2,-100,3,1,2,-100,-100,-100,-100,50,-100,-100,2,1,-100,-100,-100,-100,-100,-100,-100,-100,18,1,-70,-70,-70,-70,-70,-70,-70,76.3,85.2,92.1,87.9,26,-100,-100,53,2022
"54",-100,40900,63300,63300,2,1,35,-100,2,4710,8570,1,2,2,2,-70,4600,9290,2,800,4470,-100,-100,-100,6,5,60,28,12,16,12,12,1,4,1,1,1,1,1,3,2,1,-100,3,12,2,0,1,-100,0,2,1,1,-100,1,-100,2,3,5,5,7,52,4,3,2,2,-100,-100,-100,-100,1,1,1,1,28,0,-70,-70,-70,-70,-70,-70,-70,-100,76.3,57.5,21.8,22,-100,-100,54,2022
"55",-100,135195.96432,158424.85359,163572.71343,3,1,55,-100,2,5165,7380,1,1,2,2,-70,430,3990,-100,-100,-100,2,5000,8190,2,1,38,38,12,-100,10,15,1,-100,0,3,1,1,1,6,0,5,-100,3,12,2,1,-100,2,0,3,1,1,-100,2,1,1,-100,-100,-100,-100,52,-100,-100,1,1,1,1,1,1,-100,-100,-100,-100,5,3,-70,-70,-70,-70,-70,-70,-70,52,-100,50.7,67.7,26,1,-100,55,2022
"56",-100,-100,-100,-100,1,7,-100,-100,2,4600,8470,1,-97,2,-97,-70,4760,5170,2,4500,8970,2,4110,8680,6,3,66,25,14,12,12,12,1,0,0,1,1,1,1,6,1,1,-100,3,-100,2,4,2,-100,3,3,3,3,-100,4,1,-100,3,7,5,7,0,-100,-100,-97,2,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,19.6,21.5,21.8,39.7,-98,-100,-100,56,2022
