"","SEXORNT","REALINC","CONINC","CONRINC","BALLOT","WRKSTAT","HRS1","HRS2","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSLF","SPPRES80","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","PAIND10","MAWRKSLF","MAOCC10","MAIND10","SIBS","CHILDS","AGE","AGEKDBRN","EDUC","PAEDUC","MAEDUC","SPEDUC","DEGREE","PADEG","MADEG","SPDEG","DIPGED","SEX","RACE","RES16","REG16","FAMILY16","FAMDIF16","INCOM16","INCOME","REGION","PARTYID","NATEDUC","NATEDUCY","ATTEND","RELIG16","HAPPY","HAPMAR","HAPCOHAB","HEALTH","LIFE","CONEDUC","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","WEEKSWRK","JOBLOSE","JOBFIND","SATJOB","SATFIN","ABNOMORE","ABHLTH","ABPOOR","ABANY","PILLOK","SEXEDUC","FECHLD","COMPUSE","YEARSJOB","MNTLHLTH","INTEDUC","SPSCHOOL","OPPARED","OPEDUC","OPSEX","TOPPROB1","TOPPROB2","MASEI10","PASEI10","SEI10","SPSEI10","INCOME16","HLTHSTRT","COSEI10","ID_","YEAR"
"1775",-100,-100,-100,-100,1,7,-100,-100,2,4220,7690,5,-100,-100,-100,-70,-100,-100,2,-99,-99,-100,-100,-100,0,2,28,25,10,-98,-98,-100,1,-98,-98,-100,3,2,1,3,3,1,-100,3,-100,3,4,1,-100,0,1,1,-100,1,2,2,-100,1,7,3,7,0,-100,-100,2,2,-100,-100,-100,-100,1,1,4,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,20.7,-100,-98,-100,58.1,1775,2022
"1776",3,33742.5,52222.5,-100,2,5,-100,-100,2,120,6890,1,1,2,2,-70,430,9170,2,4850,2780,2,7750,3570,6,3,72,23,15,12,12,16,1,1,1,3,1,1,1,3,3,1,-100,3,12,3,2,-100,1,1,1,2,2,-100,2,-100,2,3,5,5,5,0,-100,-100,-100,3,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,25,62,69.3,67.7,21,-100,-100,1776,2022
"1777",3,18405,28485,-100,2,5,-100,-100,2,120,6870,1,1,2,2,-70,430,3570,2,7750,3570,2,5700,4970,2,1,70,22,16,12,11,20,3,1,0,4,1,2,1,1,3,1,-100,3,12,3,3,-100,2,5,1,2,2,-100,2,-100,1,2,6,5,7,0,-100,-100,-100,1,-100,-100,-100,-100,1,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.8,25,69.3,67.7,18,1,-100,1777,2022
"1778",3,33742.5,52222.5,-100,3,5,-100,-100,2,2320,7860,1,2,2,2,-70,2320,7860,2,530,3390,2,7750,3570,1,0,69,-100,18,12,-98,18,4,0,-98,4,1,1,1,4,3,3,1,4,12,3,0,1,-100,0,1,2,1,-100,2,2,2,-100,-100,-100,-100,0,-100,-100,-100,1,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,25,59.9,82.5,82.5,21,-100,-100,1778,2022
"1779",3,15337.5,23737.5,8703.75,3,2,28,-100,1,205,170,3,-100,2,-100,-70,-100,-100,2,7700,3570,2,7750,3570,1,1,69,17,12,12,9,-100,1,1,0,-100,1,1,1,1,3,3,-100,3,12,3,4,-100,2,0,1,3,-100,-100,2,2,3,-100,-100,-100,-100,35,-100,-100,2,2,2,1,2,2,-100,-100,-100,-100,5,0,-70,-70,-70,-70,-70,-70,-70,25,46.5,39.9,-100,17,-100,-100,1779,2022
"1780",3,-100,-100,-100,2,1,12,-100,2,5620,6390,5,-100,-100,-100,-70,-100,-100,2,-99,-99,2,4110,8680,2,1,30,18,11,-98,-98,-100,1,-98,-98,-100,2,2,2,3,3,1,-100,3,-90,3,-99,-100,1,-99,1,2,-100,-100,2,-100,2,1,7,2,5,52,4,2,2,2,-100,-100,-100,-100,3,1,1,1,4,0,-70,-70,-70,-70,-70,-70,-70,19.6,-100,23.8,-100,-90,2,-100,1780,2022
"1781",3,15337.5,23737.5,-100,3,5,-100,-100,2,1460,3570,3,-100,2,-100,-70,-100,-100,2,9130,6170,2,4760,5180,2,4,76,19,16,-98,12,-100,3,-98,1,-100,1,2,1,3,3,1,-100,3,12,3,3,1,-100,1,1,3,-100,-100,2,2,2,-100,-100,-100,-100,0,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,39.7,32,83.8,-100,17,-100,-100,1781,2022
"1782",3,-100,-100,-100,3,5,-100,-100,2,9830,9870,1,2,-97,2,-70,7810,4980,-100,-99,170,-100,-100,-100,6,3,89,41,13,-98,-100,15,1,-98,0,0,1,1,2,2,6,1,-100,2,-100,3,3,-100,1,2,1,2,2,-100,3,1,2,-100,-100,-100,-100,-97,-100,-100,-100,2,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,50.4,18.8,-98,-100,-100,1782,2022
"1783",-100,22495,34815,-100,2,-97,-97,-97,-97,-97,-97,1,1,2,2,-70,6230,770,2,6230,770,-100,-100,-100,4,0,66,-100,12,8,11,14,1,0,0,1,1,2,1,3,3,1,-100,3,12,3,2,1,-100,7,1,1,1,-100,1,-100,2,3,7,3,7,0,-97,-97,-97,1,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,28.7,41.8,28.7,19,-100,-100,1783,2022
"1784",-100,18405,28485,23737.5,1,1,44,-100,2,3030,8190,5,-100,-100,-100,-70,-100,-100,2,2100,6990,2,-99,6990,2,0,24,-100,16,19,16,-100,3,4,1,-100,1,2,1,5,3,1,-100,5,12,3,6,-100,1,3,2,2,-100,1,1,2,-100,3,5,5,3,39,4,1,4,2,2,1,1,2,1,1,1,1,1,4,-70,-70,-70,-70,-70,-70,-70,-100,91.1,61.4,-100,18,-100,-100,1784,2022
"1785",3,33742.5,52222.5,28485,2,1,50,-100,2,7220,3190,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,4000,7870,4,0,30,-100,16,-100,12,-100,2,-100,1,-100,1,1,1,4,1,5,-100,2,12,3,2,-100,2,0,2,2,-100,2,3,-100,2,6,5,6,5,52,4,2,1,2,-100,-100,-100,-100,2,1,2,2,1,15,-70,-70,-70,-70,-70,-70,-70,32.6,-100,39.2,-100,21,-100,67.7,1785,2022
"1786",3,33742.5,52222.5,28485,3,1,0,-100,2,2310,7860,1,2,2,2,-70,3740,9470,1,9130,770,2,5110,8190,0,0,26,-100,17,12,14,16,4,1,2,3,1,1,1,3,3,1,-100,3,12,3,7,-100,1,6,1,3,1,-100,2,1,2,-100,-100,-100,-100,45,-100,-100,2,3,2,1,2,2,-100,-100,-100,-100,3,2,-70,-70,-70,-70,-70,-70,-70,33.4,32,80.9,65.1,21,2,-100,1786,2022
"1787",-100,-100,-100,-100,1,5,-100,-100,2,8965,2490,5,-100,-100,-100,-70,-100,-100,2,2320,7860,2,2330,7860,2,0,60,-100,12,18,16,-100,1,4,3,-100,1,1,1,3,3,1,-100,3,-90,3,5,-100,1,0,4,3,-100,-100,1,2,-100,7,7,3,7,0,-100,-100,-100,3,1,1,2,1,3,1,2,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,71.7,82.5,26.8,-100,-90,2,-100,1787,2022
"1788",-100,40900,63300,-100,2,5,-100,-100,2,640,6990,1,1,2,2,-70,2320,7860,2,2320,7860,2,2340,7860,1,2,69,31,16,16,14,18,3,3,2,4,1,1,1,3,3,1,-100,2,12,3,1,1,-100,0,1,2,2,-100,1,-100,2,4,7,5,6,0,-100,-100,-100,1,-100,-100,-100,-100,2,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,59.1,82.5,62.4,82.5,22,-100,-100,1788,2022
"1789",-100,-100,-100,1266,2,2,20,-100,2,4760,4770,5,-100,-100,-100,-70,-100,-100,2,4760,8590,2,4720,4770,3,0,19,-100,12,12,13,-100,1,1,1,-100,1,1,1,3,3,1,-100,3,-100,3,3,-100,3,4,1,3,-100,-100,1,-100,2,2,6,5,5,-98,4,1,2,2,-100,-100,-100,-100,-98,1,2,2,0.25,0,-70,-70,-70,-70,-70,-70,-70,21.6,39.7,39.7,-100,-98,1,-100,1789,2022
"1790",3,57260,88620,23737.5,3,5,-100,-100,2,6440,770,5,-100,-100,-100,-70,-100,-100,2,6730,770,2,2330,7860,1,0,58,-100,17,16,12,-100,1,1,4,-100,1,2,1,3,3,1,-100,3,12,3,1,1,-100,2,1,1,-100,-100,2,1,2,-100,-100,-100,-100,3,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,71.7,27.2,36.2,-100,24,-100,-100,1790,2022
"1791",3,5623.75,8703.75,7121.25,3,1,40,-100,1,5510,6380,1,2,2,-99,-70,-99,-99,-100,-99,-99,2,8965,3980,1,2,26,21,12,-98,-98,16,1,-98,-98,1,1,2,1,3,3,1,-100,2,9,3,4,-100,-98,0,2,1,1,-100,2,1,2,-100,-100,-100,-100,52,-100,-100,1,2,2,2,2,2,-100,-100,-100,-100,2,0,-70,-70,-70,-70,-70,-70,-70,26.8,-100,39.9,-100,10,1,-100,1791,2022
"1792",-100,4601.25,7121.25,-100,1,5,-100,-100,2,8300,9070,2,2,-100,-100,-70,-100,-100,-100,-100,-100,1,8965,1390,6,2,83,23,10,-100,8,-100,0,-100,0,-100,-100,2,2,2,5,7,1,2,9,3,0,1,-100,6,1,2,-100,-100,2,1,-100,2,2,2,7,0,-100,-100,-100,2,-100,-100,-100,-100,3,1,3,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,26.8,-100,15.8,-100,9,-100,-100,1792,2022
"1793",-100,11247.5,17407.5,-100,2,8,-100,-100,2,710,6990,3,-100,2,-100,-70,-100,-100,-100,-99,-99,2,5510,7570,4,1,62,41,14,-98,-98,-100,1,-98,-98,-100,2,2,2,6,3,0,1,2,12,3,1,1,-100,0,1,3,-100,-100,3,-100,3,6,5,5,7,0,-100,-100,-100,3,-100,-100,-100,-100,1,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,39.9,-100,78.3,-100,15,-100,-100,1793,2022
"1794",3,22495,34815,28485,3,1,30,-100,2,6260,770,5,-100,-100,-100,-70,-100,-100,1,6040,180,-100,-100,-100,2,4,47,20,11,7,7,-100,0,0,0,-100,-100,1,3,5,9,1,-100,1,12,3,3,1,-100,2,2,1,-100,1,2,2,1,-100,-100,-100,-100,51,-100,-100,1,2,-100,-100,-100,-100,-100,-100,-100,-100,2,20,-70,-70,-70,-70,-70,-70,-70,-100,14,25.2,-100,19,-100,-100,1794,2022
"1795",-100,-100,-100,3481.5,1,1,40,-100,2,2000,8090,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,2320,7860,0,0,22,-100,16,-100,18,-100,3,-100,4,-100,1,2,1,3,3,5,2,3,-100,3,0,1,-100,6,2,2,-100,-100,2,2,-100,5,3,3,5,40,3,3,2,2,-100,-100,-100,-100,1,1,1,1,0.75,6,-70,-70,-70,-70,-70,-70,-70,82.5,-100,63.7,-100,-98,-100,-100,1795,2022
"1796",3,204.5,316.5,-100,3,6,-100,-100,-100,-100,-100,5,-100,-100,-100,-70,-100,-100,-100,-99,-99,2,-99,-99,3,0,20,-100,14,12,12,-100,1,1,1,-100,1,2,3,3,0,1,-100,-98,1,3,3,2,-100,0,1,-98,-100,-100,3,2,1,-100,-100,-100,-100,0,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,-100,-100,1,-100,-100,1796,2022
"1797",-100,8691.25,13451.25,13451.25,1,2,32,-100,2,6050,170,5,-100,-100,-100,-70,-100,-100,2,2320,7860,2,2310,7860,3,0,20,-100,15,16,18,-100,1,3,3,-100,1,2,1,3,3,3,2,2,11,3,1,1,-100,0,1,2,-100,-100,2,2,-100,3,2,1,3,52,4,3,2,3,-100,-100,-100,-100,1,1,2,1,0.25,15,-70,-70,-70,-70,-70,-70,-70,80.9,82.5,14,-100,13,-100,-100,1797,2022
"1798",-100,7668.75,11868.75,8703.75,2,3,-100,25,1,5510,6380,5,-100,-100,-100,-70,-100,-100,2,1720,2290,2,2310,7860,2,0,31,-100,15,20,16,-100,2,4,3,-100,1,1,1,4,3,1,-100,4,10,3,1,1,-100,0,1,3,-100,1,2,-100,2,5,3,3,5,45,3,2,3,3,-100,-100,-100,-100,1,1,2,1,2,7,-70,-70,-70,-70,-70,-70,-70,80.9,86.6,39.9,-100,12,-100,26.5,1798,2022
"1799",3,4601.25,7121.25,4114.5,3,6,-100,-100,2,1965,8190,5,-100,-100,-100,-70,-100,-100,1,120,6970,1,4820,6970,2,0,21,-100,15,16,16,-100,1,4,3,-100,1,1,1,3,3,1,-100,3,9,3,4,2,-100,3,2,2,-100,-100,2,1,2,-100,-100,-100,-100,20,-100,-100,-100,1,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,71,69.3,55.1,-100,9,-100,-100,1799,2022
"1800",3,135195.96432,158424.85359,-100,3,2,10,-100,2,5860,6990,5,-100,-100,-100,-70,-100,-100,2,2310,7860,2,3255,8190,2,0,21,-100,15,18,17,-100,1,4,3,-100,1,2,1,5,3,1,-100,4,12,3,0,-100,1,2,1,2,-100,-100,1,1,2,-100,-100,-100,-100,0,-100,-100,2,1,1,1,1,1,-100,-100,-100,-100,0.25,5,-70,-70,-70,-70,-70,-70,-70,84.2,80.9,35.8,-100,26,-100,-100,1800,2022
"1801",3,-100,-100,-100,3,6,-100,-100,-100,-100,-100,5,-100,-100,-100,-70,-100,-100,2,10,3570,2,-99,-99,1,1,30,23,17,12,12,-100,3,1,1,-100,1,2,1,5,3,1,-100,4,-100,3,6,-100,1,2,5,3,-100,-100,4,3,2,-100,-100,-100,-100,0,-100,-100,-100,2,2,1,2,2,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,77.4,-100,-100,-98,3,-100,1801,2022
"1802",-100,27607.5,42727.5,34815,1,1,40,-100,2,8030,3190,1,2,2,2,-70,3600,8290,1,6260,770,-100,-100,-100,6,4,69,24,12,12,7,10,1,1,0,0,1,1,1,1,3,1,-100,1,12,3,5,2,-100,2,1,2,2,-100,2,2,-100,6,3,7,7,52,4,2,2,3,-100,-100,-100,-100,3,-98,2,2,4,0,-70,-70,-70,-70,-70,-70,-70,-100,25.2,38.3,24.2,20,-100,-100,1802,2022
"1803",3,22495,34815,-100,3,5,-100,-100,2,7920,3570,2,2,-100,-100,-70,-100,-100,-100,-100,-100,2,5700,5070,6,1,68,24,12,-100,12,-100,1,-100,1,-100,1,1,1,2,3,5,-100,1,12,3,5,-100,2,2,2,2,-100,-100,2,2,2,-100,-100,-100,-100,0,-100,-100,-100,2,2,1,2,2,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.8,-100,28.1,-100,19,2,-100,1803,2022
"1804",3,18405,28485,-100,3,5,-100,-100,2,5120,8680,1,1,2,2,-70,8740,3980,2,9410,7290,2,120,6870,2,2,70,22,12,8,12,12,1,0,1,1,1,2,1,5,3,1,-100,3,12,3,5,1,-100,1,1,3,2,-100,3,2,2,-100,-100,-100,-100,0,-100,-100,-100,3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,69.3,50.1,38.3,38.1,18,-100,-100,1804,2022
"1805",3,57260,88620,52222.5,2,1,40,-100,2,7200,4670,1,1,2,2,-70,3140,8190,2,6200,770,2,5120,7280,2,0,35,-100,14,11,12,20,1,0,1,4,1,1,1,1,3,1,-100,5,12,3,5,-100,3,1,1,2,1,-100,3,-100,3,4,7,2,6,52,4,1,4,2,-100,-100,-100,-100,4,1,2,1,10,30,-70,-70,-70,-70,-70,-70,-70,38.3,46,31.2,88.4,24,-100,-100,1805,2022
"1806",3,33742.5,52222.5,52222.5,2,1,40,-100,2,3255,8180,1,2,2,1,-70,7220,770,2,4220,3570,2,8965,3570,3,3,39,21,16,-98,12,13,3,-98,1,1,1,2,1,1,3,1,-100,1,12,3,4,-100,1,0,1,2,2,-100,3,-100,2,5,7,7,5,52,4,2,3,2,-100,-100,-100,-100,2,2,2,1,3,30,-70,-70,-70,-70,-70,-70,-70,26.8,20.7,84.2,39.2,21,-100,-100,1806,2022
"1807",-100,27607.5,42727.5,42727.5,1,1,60,-100,2,4000,8680,3,-100,2,-100,-70,-100,-100,-100,-100,-100,2,5120,8660,6,0,-99,-100,16,-100,13,-100,3,-100,1,-100,1,1,1,6,9,5,2,3,12,8,4,1,-100,3,1,2,-100,-100,2,1,-100,7,3,2,3,52,4,2,1,1,-100,-100,-100,-100,-99,1,4,1,1,1,-70,-70,-70,-70,-70,-70,-70,38.3,-100,32.6,-100,20,-100,-100,1807,2022
"1808",-100,49080,75960,13451.25,1,7,-100,-100,2,5240,6070,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,1,4230,7690,6,1,24,24,12,-100,-98,-100,1,-100,-98,-100,1,2,3,6,9,5,-100,2,12,8,2,-100,1,0,2,2,-100,1,1,1,-100,5,7,7,7,8,-100,-100,1,2,1,1,1,1,1,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,12.6,-100,37.6,-100,23,2,32,1808,2022
"1809",3,6646.25,10286.25,-100,3,1,50,-100,2,2900,770,5,-100,-100,-100,-70,-100,-100,2,6660,9490,-100,-100,-100,1,0,28,-100,16,14,-100,-100,3,2,-100,-100,1,1,2,6,3,4,-100,3,10,8,1,-100,1,7,1,1,-100,-100,2,1,2,-100,-100,-100,-100,18,-100,-100,1,2,1,1,1,1,-100,-100,-100,-100,0.25,15,-70,-70,-70,-70,-70,-70,-70,-100,53.9,57.3,-100,11,1,-100,1809,2022
"1810",3,2658.5,4114.5,3481.5,3,1,40,-100,2,6220,770,1,2,2,-100,-70,-100,-97,2,4700,5790,-100,-100,-100,5,5,32,19,12,-98,-98,12,1,-98,-98,1,1,1,1,6,8,1,-100,1,6,8,3,1,-100,0,2,2,2,-100,3,2,2,-100,-100,-100,-100,12,-100,-100,2,2,-100,-100,-100,-100,-100,-100,-100,-100,0.25,0,-70,-70,-70,-70,-70,-70,-70,-100,43,24.6,-100,6,-100,-100,1810,2022
"1811",3,6646.25,10286.25,-100,3,6,-100,-100,2,20,8680,5,-100,-100,-100,-70,-100,-100,2,-99,-99,2,2310,7860,6,0,32,-100,18,9,17,-100,4,0,3,-100,1,1,2,4,0,1,-100,2,10,8,3,-100,2,7,2,1,-100,-100,1,1,1,-100,-100,-100,-100,0,-100,-100,-100,3,2,2,2,2,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,80.9,-100,68.6,-100,11,-100,-100,1811,2022
"1812",-100,4601.25,7121.25,-100,1,5,-100,-100,2,310,8680,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,4230,7690,0,0,89,-100,12,-100,12,-100,1,-100,1,-100,1,1,2,1,5,5,-100,1,9,8,0,-100,2,0,1,2,-100,-100,3,2,-100,7,7,2,7,0,-100,-100,-100,2,1,1,1,1,1,1,1,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,12.6,-100,41,-100,9,2,-100,1812,2022
"1813",-100,18405,28485,17407.5,2,5,-100,-100,1,500,3970,3,-100,2,-100,-70,-100,-100,-100,-100,-100,2,5000,8560,5,0,75,-100,16,-100,14,-100,1,-100,1,-100,1,1,1,6,6,5,2,4,12,8,3,1,-100,1,2,3,-100,-100,2,-100,2,2,5,6,7,6,-100,-100,-100,3,-100,-100,-100,-100,1,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,52,-100,60.2,-100,18,-100,-100,1813,2022
"1814",3,40900,63300,42727.5,3,2,36,-100,2,3220,8190,5,-100,-100,-100,-70,-100,-100,2,1360,770,-100,-100,-100,2,0,27,-100,18,16,16,-100,3,3,3,-100,1,1,3,6,8,1,-100,2,12,8,2,1,-100,1,2,3,-100,-100,2,1,2,-100,-100,-100,-100,50,-100,-100,2,3,-100,-100,-100,-100,-100,-100,-100,-100,4,2,-70,-70,-70,-70,-70,-70,-70,-100,85.2,79.9,-100,22,-100,-100,1814,2022
"1815",-100,-100,-100,-100,3,1,40,-100,2,3930,8270,1,2,2,2,-70,4610,8170,2,3535,8090,2,4510,8980,6,8,-99,16,12,14,13,12,1,1,1,1,1,1,2,3,9,1,-100,3,-90,8,3,1,-100,0,4,1,1,-100,1,2,3,-100,-100,-100,-100,36,-100,-100,2,2,-100,-100,-100,-100,-100,-100,-100,-100,-99,-99,-70,-70,-70,-70,-70,-70,-70,24.6,49.2,34.7,20.1,-90,-100,-100,1815,2022
"1816",-100,9713.75,15033.75,13451.25,1,1,4,-100,2,5240,7390,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,430,7070,6,0,22,-100,15,-100,19,-100,1,-100,4,-100,1,2,2,4,8,5,1,3,11,8,1,1,-100,3,1,2,-100,-100,2,2,-100,3,7,3,7,40,4,1,1,2,-100,-100,-100,-100,1,1,1,1,0.75,5,-70,-70,-70,-70,-70,-70,-70,67.7,-100,37.6,-100,14,-100,-100,1816,2022
"1817",-100,-100,-100,-100,1,1,40,-100,2,3930,7070,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,4510,8980,3,1,-99,20,12,-100,12,-100,1,-100,1,-100,2,1,2,4,8,5,4,2,-90,8,2,2,-100,0,-99,2,-100,-100,1,1,-100,3,3,4,3,52,3,2,3,3,-100,-100,-100,-100,1,1,2,1,3,0,-70,-70,-70,-70,-70,-70,-70,24.6,-100,34.7,-100,-90,-100,-100,1817,2022
"1818",-100,15337.5,23737.5,-100,1,5,-100,-100,2,6530,770,1,1,2,2,-70,5940,-99,2,6260,770,2,4050,8680,6,3,70,20,10,0,0,13,0,0,0,1,-100,1,1,3,7,1,-100,1,12,8,0,-100,1,0,-97,2,2,-100,2,2,-100,5,6,-97,5,0,-100,-100,-100,2,2,1,2,2,1,1,2,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,14,25.2,35.2,45.3,17,-100,-100,1818,2022
"1819",-100,33742.5,52222.5,34815,1,1,40,-100,2,5620,4260,1,2,2,2,-70,5620,6390,2,4140,8590,2,9620,6390,4,2,-99,18,11,-98,-98,12,0,-98,-98,1,-100,1,3,3,8,1,-100,2,12,8,3,2,-100,2,2,2,2,-100,3,2,-100,2,4,3,4,52,1,3,3,3,-100,-100,-100,-100,3,1,4,2,6,0,-70,-70,-70,-70,-70,-70,-70,23.3,10.6,23.8,23.8,21,-100,-100,1819,2022
"1820",3,49080,75960,-100,3,1,40,-100,2,5810,7590,1,2,2,2,-70,5330,6890,2,4760,4670,2,5700,6680,3,2,71,24,16,-98,12,12,3,-98,1,1,1,1,1,3,4,1,-100,2,12,8,3,1,-100,0,1,2,2,-100,2,2,2,-100,-100,-100,-100,0,-100,-100,1,2,-100,-100,-100,-100,-100,-100,-100,-100,0.25,0,-70,-70,-70,-70,-70,-70,-70,38.8,39.7,32.6,42.7,23,-100,-100,1820,2022
"1821",-100,40900,63300,63300,2,1,60,-100,2,5510,6380,1,2,2,2,-70,3420,7480,2,6355,9180,2,3255,8190,3,1,-99,46,12,12,16,12,1,1,3,1,1,1,1,2,9,1,-100,3,12,8,3,1,-100,0,4,2,2,-100,3,-100,2,4,7,7,7,52,4,1,2,2,-100,-100,-100,-100,2,1,3,1,4,-99,-70,-70,-70,-70,-70,-70,-70,84.2,45.4,39.9,37.2,22,-100,-100,1821,2022
"1822",-100,40900,63300,-100,1,5,-100,-100,2,3255,8190,1,1,2,1,-70,850,6970,2,350,8190,2,3255,8190,2,2,64,30,12,18,16,16,1,4,3,3,1,2,2,5,3,2,1,3,12,8,4,3,-100,0,2,2,1,-100,2,1,-100,3,3,4,6,0,-100,-100,-100,2,-100,-100,-100,-100,1,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,84.2,71.8,84.2,79.3,22,-100,-100,1822,2022
"1823",3,-100,-100,-100,3,5,-100,-100,2,5120,4470,1,1,2,2,-70,5240,4470,2,7330,8870,2,3255,8190,2,0,66,-100,14,12,15,13,1,1,1,1,1,1,1,4,9,1,-100,3,-90,8,6,-100,1,0,1,1,1,-100,1,1,2,-100,-100,-100,-100,0,-100,-100,-100,1,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,84.2,42.8,38.3,37.6,-90,1,-100,1823,2022
"1824",3,18405,28485,-100,3,7,-100,-100,2,340,8660,5,-100,-100,-100,-70,-100,-100,2,6700,770,2,2910,7490,1,2,29,19,16,12,14,-100,2,1,1,-100,1,2,1,6,8,1,-100,3,12,8,3,1,-100,5,1,1,-100,1,2,1,2,-100,-100,-100,-100,0,-100,-100,1,1,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,51.5,57.1,50.3,-100,18,-100,28.7,1824,2022
"1825",2,33742.5,52222.5,28485,3,1,50,-100,2,5940,7870,1,2,2,2,-70,2320,7860,2,800,7280,2,120,7870,1,0,34,-100,16,16,16,16,3,3,3,3,1,2,1,6,8,1,-100,3,12,8,0,1,-100,0,10,2,1,-100,2,2,2,-100,-100,-100,-100,52,-100,-100,3,2,-100,-100,-100,-100,-100,-100,-100,-100,0.25,5,-70,-70,-70,-70,-70,-70,-70,69.3,76.3,45.3,82.5,21,-100,-100,1825,2022
"1826",-100,-100,-100,-100,2,5,-100,-100,2,7630,4280,2,1,-100,-100,-70,-100,-100,2,9130,470,2,4110,8680,0,0,-99,-100,12,12,12,-100,1,1,1,-100,2,1,1,3,4,1,-100,3,-90,8,6,-100,1,-99,-99,2,-100,-100,3,-100,3,5,3,3,7,0,-100,-100,-100,2,-100,-100,-100,-100,4,2,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,19.6,32,35.4,-100,-90,2,-100,1826,2022
"1827",-100,27607.5,42727.5,10286.25,1,1,40,-100,2,5240,6990,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,-99,9370,4,0,20,-100,13,-100,16,-100,1,-100,3,-100,1,2,2,5,8,5,2,3,12,8,1,1,-100,0,1,3,-100,-100,3,1,-100,1,7,5,7,0,4,2,2,2,-100,-100,-100,-100,1,1,2,1,0.25,0,-70,-70,-70,-70,-70,-70,-70,-100,-100,37.6,-100,20,-100,-100,1827,2022
"1828",-100,11247.5,17407.5,-100,2,5,-100,-100,2,4720,8680,2,2,-100,-100,-70,-100,-100,-100,-99,-99,2,4020,170,6,7,86,19,12,-100,8,-100,1,0,0,-100,1,2,2,2,6,1,-100,-98,12,8,0,1,-100,1,1,3,-100,-100,3,-100,1,4,7,7,7,0,-100,-100,-100,1,-100,-100,-100,-100,3,1,4,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.6,-100,21.6,-100,15,-100,-100,1828,2022
"1829",3,13292.5,20572.5,1266,3,5,-100,-100,2,5860,9370,1,1,2,2,-70,7340,7070,2,2200,7870,2,2340,7860,1,2,59,32,12,17,16,9,1,4,3,1,1,2,1,4,1,1,-100,3,12,8,2,-100,1,0,1,2,1,-100,2,2,2,-100,-100,-100,-100,4,-100,-100,-100,2,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,59.1,84.5,35.8,36.4,16,-100,-100,1829,2022
